TAHUN,PENERIMA MANFAAT (HB),FS1,PR1,HA2,Karakter Puskesmas,ALOKASI BELANJA (RP),REALISASI BELANJA (RP)
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Sangat Terpencil,1241743532,932890399
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Terpencil,22336091504,16852270386
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,7675344633,6106375031
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perkotaan,1717841102,1390339272
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Sangat Terpencil,20198483,19749094
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Terpencil,2124750458,1485829037
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perdesaan,56101526296,42398254677
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perkotaan,15846213831,12300139414
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Sangat Terpencil,875071878,634828181
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Terpencil,19449963561,14088040185
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,3115182246,2462037202
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,3262037459,2321661799
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,3597661194,2611266735
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.1 Manajerial institusi,Perdesaan,123774893203,92679131013
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.1 Manajerial institusi,Perkotaan,25422959992,18629236683
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.1 Manajerial institusi,Sangat Terpencil,7239647458,5588086454
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.1 Manajerial institusi,Terpencil,12565768113,9159949898
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.5 Perencanaan dan Penganggaran Program,Perdesaan,10767105432,8273405685
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.5 Perencanaan dan Penganggaran Program,Perkotaan,1800426268,1404089044
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.5 Perencanaan dan Penganggaran Program,Sangat Terpencil,731587411,658206142
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.1.5 Perencanaan dan Penganggaran Program,Terpencil,824327206,695485690
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,4554665807,3665507620
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,1089248154,834317486
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Sangat Terpencil,236483403,120205117
2022.0,HB.7 Semua Kelompok Umur,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan (Gaji ASN),HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,353971984,328101640
2022.0,HB.7 Semua Kelompok Umur,FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,162491048178,120826086811
2022.0,HB.7 Semua Kelompok Umur,FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perkotaan,30754976252,23528420920
2022.0,HB.7 Semua Kelompok Umur,FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Sangat Terpencil,7208676169,5517081009
2022.0,HB.7 Semua Kelompok Umur,FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,6056575003,4549298258
2022.0,HB.7 Semua Kelompok Umur,FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,140662819,95212147
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Perdesaan,1313668065,883746250
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perdesaan,16406830493,12316330121
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perkotaan,434928499,367442632
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Terpencil,5780717943,4445018550
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,1875761069,1433943238
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Terpencil,462057335,348828914
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perdesaan,651825539,472697290
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Terpencil,182539673,136279193
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,115944616231,87723017292
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,12301078115,9707176105
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Sangat Terpencil,9287044878,6687720090
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,23020025329,17133481799
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,14008116049,11178932127
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perkotaan,3675662641,2738456649
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Sangat Terpencil,169480483,134786360
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,5400827578,3854640161
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.1.1 Manajerial institusi,Perdesaan,2994982145,2089092242
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.2 Program Kesehatan Individu,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,3083694609,2585668424
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Perdesaan,1670321896,1405214891
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Sangat Terpencil,1727035102,1273748559
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Perdesaan,15293927625,11494985092
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Terpencil,2385714154,1824215554
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,2637423646,2243811868
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.4 Penyusunan regulasi kesehatan,Perdesaan,415559839,388141343
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perdesaan,8144106873,5872822677
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perdesaan,1272405836,901992741
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perdesaan,4147287341,3230325228
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,7576350090,5015343635
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,274704482,250812103
2022.0,HB.8 Kelompok Umur belum dipilah,FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,543072318,463126835
2023.0,HB.1 0 - <1 tahun (bayi),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perdesaan,609087043,441332971
2023.0,HB.1 0 - <1 tahun (bayi),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,16558907224,12110133323
2023.0,HB.1 0 - <1 tahun (bayi),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,3708558364,2740033035
2023.0,HB.1 0 - <1 tahun (bayi),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Sangat Terpencil,12547882381,9859580942
2023.0,HB.1 0 - <1 tahun (bayi),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,20250532592,14794829456
2023.0,HB.1 0 - <1 tahun (bayi),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,384644994,246100853
2023.0,HB.1 0 - <1 tahun (bayi),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Sangat Terpencil,448256749,437406867
2023.0,HB.1 0 - <1 tahun (bayi),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,312738933,242904528
2023.0,HB.1 0 - <1 tahun (bayi),FS.2 Dana Semi Publik,PR.2 Program Kesehatan Individu,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,437216576,287604417
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Perdesaan,401425316,307538640
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perdesaan,5782695890,4651032325
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perkotaan,688166425,578498512
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Sangat Terpencil,980045144,801491025
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Terpencil,426400734,353345869
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,259594386,211520664
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perdesaan,641144879,367575328
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,1360794446,911954352
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Sangat Terpencil,1550398663,1213459997
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Terpencil,133077272,78518464
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,59875328344,45043383078
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,6934699559,5126606893
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Sangat Terpencil,19282592968,14584383713
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,72967152761,55597408018
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,2501647779,1832110211
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Sangat Terpencil,3541984422,2741190123
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,1147310107,730766092
2023.0,HB.2 1 - 5 tahun (balita),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,439047744,247408578
2023.0,HB.2 1 - 5 tahun (balita),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Terpencil,349279262,294393382
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Perdesaan,1063459753,699634573
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Perkotaan,312017578,305096379
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perdesaan,8131592579,6573481529
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perkotaan,1051100473,811675279
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Terpencil,1919449747,1267846709
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,329709743,246523580
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perdesaan,708438069,506844483
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Perkotaan,401318912,210701037
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.7 Pengadaan dan Pemeliharaan Infrastruktur Medis dan Non-medis,Terpencil,383073355,254377856
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,90226716,65494966
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perdesaan,791027712,567501307
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perkotaan,285423115,214603299
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Terpencil,337023672,238058214
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,76418603761,58268419727
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,20370528788,15027879202
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Sangat Terpencil,9151417445,7161516193
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,50681824399,37166793546
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,5513681845,3848139336
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Sangat Terpencil,1267344194,813232005
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,1402572135,844124835
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.1 Manajerial institusi,Terpencil,167424312,85376024
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.2 Pertemuan koordinasi,Terpencil,184560202,127422743
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,397564335,237284103
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,243227783,212113376
2023.0,HB.3 6 - 12 tahun (anak sekolah),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,1458872767,1179136547
2023.0,HB.4 13 - 18 tahun (remaja),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perdesaan,1018677758,873020173
2023.0,HB.4 13 - 18 tahun (remaja),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,18187031634,13801915243
2023.0,HB.4 13 - 18 tahun (remaja),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perkotaan,2461246525,1835794906
2023.0,HB.4 13 - 18 tahun (remaja),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Sangat Terpencil,7823856645,5664949198
2023.0,HB.4 13 - 18 tahun (remaja),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Terpencil,18174986980,12958518466
2023.0,HB.4 13 - 18 tahun (remaja),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Perdesaan,754663936,669427415
2023.0,HB.4 13 - 18 tahun (remaja),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.2.2 Kegiatan Upaya Kesehatan Perorangan,Terpencil,458630704,313488920
2023.0,HB.4 13 - 18 tahun (remaja),FS.1 Dana Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.2.1 Kegiatan Upaya Kesehatan Masyarakat,Perdesaan,144977576,83454295
2023.0,HB.4 13 - 18 tahun (remaja),FS.2 Dana Semi Publik,PR.3  Program Penguatan Sistem Kesehatan,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,175821911,152377911
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Perdesaan,956081478,693338797
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.1 Manajerial institusi,Perkotaan,1444943326,954995774
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perdesaan,41157657451,30509562911
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Perkotaan,4930216506,4017900374
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Sangat Terpencil,6722903051,4684530656
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.2 Pertemuan koordinasi,Terpencil,48196191567,35847273162
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Perdesaan,6274641320,4505804004
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Sangat Terpencil,1344292097,925896644
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.3 Peningkatan Kapasitas Personil,Terpencil,165495272,128211018
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Perdesaan,2066557386,1499572617
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,"HA.1.6 Monitoring, Evaluasi dan Pelaporan",Sangat Terpencil,297724574,192850399
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Perdesaan,3506034488,2448871840
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Sangat Terpencil,3033513404,2023233526
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.8 Pengadaan alat dan bahan Medis dan Non Medis,Terpencil,1278766838,826591123
2023.0,HB.5 15 - 59 tahun (usia produktif),FS.1 Dana Publik,PR.1 Program Kesehatan Masyarakat,HA.1.9 Penelitian dan Pengembangan Kesehatan,Perdesaan,2015291320,1631633517
